location_key,province_code,province_name,commune_code,commune_name,latitude,longitude,region,climate_zone
545,15,Lào Cai,04576,Xã Hưng Khánh,21.5982492,104.7137774,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
546,15,Lào Cai,04585,Xã Hạnh Phúc,21.4808756,104.3503738,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
547,15,Lào Cai,04603,Xã Tà Xi Láng,21.4700722,104.6050493,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
548,15,Lào Cai,04606,Xã Trạm Tấu,21.5562379,104.4256214,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
549,15,Lào Cai,04609,Xã Phình Hồ,21.4526758,104.5088904,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
3178,15,Lào Cai,04630,Xã Tú Lệ,22.0520541,104.3790635,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
551,15,Lào Cai,04636,Xã Gia Hội,21.7001550,104.3801803,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
552,15,Lào Cai,04651,Xã Sơn Lương,21.7044095,104.5094628,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
553,15,Lào Cai,04660,Xã Liên Sơn,21.6433958,104.4976826,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
473,15,Lào Cai,04663,Phường Trung Tâm,21.5881154,104.5462981,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
554,15,Lào Cai,04672,Xã Văn Chấn,21.5735558,104.6099002,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
474,15,Lào Cai,04681,Phường Cầu Thia,21.5550808,104.4980891,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
555,15,Lào Cai,04693,Xã Cát Thịnh,21.4639464,104.6998624,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
3179,15,Lào Cai,04699,Xã Chấn Thịnh,22.0520541,104.3790635,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
3180,15,Lào Cai,04705,Xã Thượng Bằng La,22.0520541,104.3790635,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
558,15,Lào Cai,04711,Xã Nghĩa Tâm,21.4107179,104.8515686,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
559,15,Lào Cai,04714,Xã Yên Bình,21.7734880,104.9529190,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
560,15,Lào Cai,04717,Xã Thác Bà,21.7594515,105.0360271,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
561,15,Lào Cai,04726,Xã Cảm Nhân,22.0043956,104.9303558,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
562,15,Lào Cai,04744,Xã Yên Thành,21.8919277,104.9756367,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
563,15,Lào Cai,04750,Xã Bảo Ái,21.8970181,104.8547385,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
564,19,Thái Nguyên,01840,Phường Đức Xuân,22.1695986,105.8481797,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
565,19,Thái Nguyên,01843,Phường Bắc Kạn,22.1389670,105.8308996,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
579,19,Thái Nguyên,01849,Xã Phong Quang,22.1560323,105.8240399,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
580,19,Thái Nguyên,01864,Xã Bằng Thành,22.6123580,105.6606732,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
581,19,Thái Nguyên,01879,Xã Cao Minh,21.8870813,105.8199541,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
582,19,Thái Nguyên,01882,Xã Nghiên Loan,22.4979445,105.7414793,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
583,19,Thái Nguyên,01894,Xã Phúc Lộc,22.4645582,105.8363016,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
584,19,Thái Nguyên,01906,Xã Ba Bể,22.4439373,105.6645193,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
585,19,Thái Nguyên,01912,Xã Chợ Rã,22.4513398,105.7229790,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
586,19,Thái Nguyên,01921,Xã Thượng Minh,21.8870813,105.8199541,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
587,19,Thái Nguyên,01933,Xã Đồng Phúc,22.3201902,105.7231256,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
588,19,Thái Nguyên,01936,Xã Nà Phặc,22.3803146,105.8972208,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
589,19,Thái Nguyên,01942,Xã Bằng Vân,22.4743780,106.0504165,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
590,19,Thái Nguyên,01954,Xã Ngân Sơn,22.4315844,105.9981801,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
591,19,Thái Nguyên,01957,Xã Thượng Quan,22.3702466,106.0079041,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
592,19,Thái Nguyên,01960,Xã Hiệp Lực,22.3109996,105.9536367,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
593,19,Thái Nguyên,01969,Xã Phủ Thông,22.2731370,105.8794340,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
594,19,Thái Nguyên,01981,Xã Vĩnh Thông,22.1855259,105.9945312,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
595,19,Thái Nguyên,02008,Xã Cẩm Giàng,22.2051613,105.8778856,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
596,19,Thái Nguyên,02014,Xã Bạch Thông,22.1204774,105.7602466,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
597,19,Thái Nguyên,02020,Xã Chợ Đồn,22.1576226,105.5945987,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
598,19,Thái Nguyên,02026,Xã Nam Cường,22.3089101,105.5735899,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
599,19,Thái Nguyên,02038,Xã Quảng Bạch,22.2779185,105.5816742,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
600,19,Thái Nguyên,02044,Xã Yên Thịnh,22.2375021,105.5021622,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
601,19,Thái Nguyên,02071,Xã Nghĩa Tá,22.0203503,105.5530024,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
602,19,Thái Nguyên,02083,Xã Yên Phong,22.0401052,105.6045498,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
603,19,Thái Nguyên,02086,Xã Chợ Mới,21.9015334,105.7938442,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
604,19,Thái Nguyên,02101,Xã Thanh Mai,22.0383998,105.7723070,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
605,19,Thái Nguyên,02104,Xã Tân Kỳ,22.0248496,105.8325358,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
606,19,Thái Nguyên,02107,Xã Thanh Thịnh,21.9253885,105.7990520,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
607,19,Thái Nguyên,02116,Xã Yên Bình,21.9357508,105.9558404,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
608,19,Thái Nguyên,02143,Xã Văn Lang,22.2825201,106.0609301,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
609,19,Thái Nguyên,02152,Xã Cường Lợi,22.2933980,106.1771572,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
610,19,Thái Nguyên,02155,Xã Na Rì,22.2460076,106.1843856,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
611,19,Thái Nguyên,02176,Xã Trần Phú,22.1695322,106.1417553,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
612,19,Thái Nguyên,02185,Xã Côn Minh,22.1268599,106.0219320,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
613,19,Thái Nguyên,02191,Xã Xuân Dương,22.0288103,106.0752435,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
566,19,Thái Nguyên,05443,Phường Phan Đình Phùng,21.5873786,105.8405390,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
567,19,Thái Nguyên,05455,Phường Quyết Thắng,21.5802022,105.7987735,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
568,19,Thái Nguyên,05467,Phường Gia Sàng,21.5790298,105.8502201,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
569,19,Thái Nguyên,05482,Phường Quan Triều,21.6105443,105.8077114,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
614,19,Thái Nguyên,05488,Xã Đại Phúc,21.6310754,105.6398034,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
570,19,Thái Nguyên,05500,Phường Tích Lương,21.5477698,105.8477875,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
615,19,Thái Nguyên,05503,Xã Tân Cương,21.5314863,105.7691267,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
571,19,Thái Nguyên,05518,Phường Sông Công,21.4672136,105.8454901,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
572,19,Thái Nguyên,05528,Phường Bách Quang,21.5050603,105.8689946,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
573,19,Thái Nguyên,05533,Phường Bá Xuyên,21.4903549,105.8366459,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
616,19,Thái Nguyên,05542,Xã Lam Vỹ,22.0087974,105.6771028,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
617,19,Thái Nguyên,05551,Xã Kim Phượng,21.9386199,105.6572469,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
618,19,Thái Nguyên,05563,Xã Phượng Tiến,21.9399649,105.6961999,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
619,19,Thái Nguyên,05569,Xã Định Hóa,21.9067485,105.6407108,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
620,19,Thái Nguyên,05581,Xã Trung Hội,21.8870813,105.8199541,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
621,19,Thái Nguyên,05587,Xã Bình Yên,21.8482921,105.5884924,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
622,19,Thái Nguyên,05602,Xã Phú Đình,21.8287838,105.5522676,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
623,19,Thái Nguyên,05605,Xã Bình Thành,21.8870813,105.8199541,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
624,19,Thái Nguyên,05611,Xã Phú Lương,21.7242057,105.7065216,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
625,19,Thái Nguyên,05620,Xã Yên Trạch,21.7861592,105.7090013,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
626,19,Thái Nguyên,05632,Xã Hợp Thành,21.7753270,105.6566166,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
627,19,Thái Nguyên,05641,Xã Vô Tranh,21.6467145,105.7569458,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
628,19,Thái Nguyên,05662,Xã Trại Cau,21.8870813,105.8199541,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
629,19,Thái Nguyên,05665,Xã Văn Lăng,21.7736559,105.8286746,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
630,19,Thái Nguyên,05674,Xã Quang Sơn,21.6986849,105.8719465,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
631,19,Thái Nguyên,05680,Xã Văn Hán,21.6688893,105.9360305,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
632,19,Thái Nguyên,05692,Xã Đồng Hỷ,21.6600160,105.8300235,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
633,19,Thái Nguyên,05707,Xã Nam Hòa,21.6116959,105.9173142,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
574,19,Thái Nguyên,05710,Phường Linh Sơn,21.6178111,105.8779666,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
634,19,Thái Nguyên,05716,Xã Võ Nhai,21.7551719,106.0707100,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
635,19,Thái Nguyên,05719,Xã Sảng Mộc,21.9063900,106.0051669,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
636,19,Thái Nguyên,05722,Xã Nghinh Tường,21.8628043,106.0646550,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
637,19,Thái Nguyên,05725,Xã Thần Sa,21.8870813,105.8199541,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
638,19,Thái Nguyên,05740,Xã La Hiên,21.7526989,105.9533683,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
639,19,Thái Nguyên,05746,Xã Tràng Xá,21.6844058,106.0941684,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
640,19,Thái Nguyên,05755,Xã Dân Tiến,21.6571973,106.1788782,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
641,19,Thái Nguyên,05773,Xã Phú Xuyên,21.6887610,105.5158928,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
642,19,Thái Nguyên,05776,Xã Đức Lương,21.7425456,105.5690369,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
643,19,Thái Nguyên,05788,Xã Phú Lạc,21.6678391,105.6624215,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
644,19,Thái Nguyên,05800,Xã Phú Thịnh,21.7072301,105.5661142,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
645,19,Thái Nguyên,05809,Xã An Khánh,21.6356278,105.7239969,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
646,19,Thái Nguyên,05818,Xã La Bằng,21.6421625,105.6261495,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
647,19,Thái Nguyên,05830,Xã Đại Từ,21.5814516,105.5955400,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
648,19,Thái Nguyên,05845,Xã Vạn Phú,21.5510452,105.6467602,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
649,19,Thái Nguyên,05851,Xã Quân Chu,21.4835519,105.7145631,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
575,19,Thái Nguyên,05857,Phường Phúc Thuận,21.4591103,105.7649252,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
576,19,Thái Nguyên,05860,Phường Phổ Yên,21.4182725,105.8715641,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
650,19,Thái Nguyên,05881,Xã Thành Công,21.3971445,105.8297707,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
577,19,Thái Nguyên,05890,Phường Vạn Xuân,21.4100068,105.8977750,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
578,19,Thái Nguyên,05899,Phường Trung Thành,21.8870813,105.8199541,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
651,19,Thái Nguyên,05908,Xã Phú Bình,21.4740626,105.9552444,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
652,19,Thái Nguyên,05917,Xã Tân Khánh,21.5320618,105.9594488,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
653,19,Thái Nguyên,05923,Xã Tân Thành,21.5093584,106.0050549,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
654,19,Thái Nguyên,05941,Xã Điềm Thụy,21.4731935,105.9172771,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
655,19,Thái Nguyên,05953,Xã Kha Sơn,21.4231282,106.0032499,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
656,20,Lạng Sơn,05977,Phường Đông Kinh,21.8452376,106.7630070,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
657,20,Lạng Sơn,05983,Phường Lương Văn Tri,21.8275157,106.7316926,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
658,20,Lạng Sơn,05986,Phường Tam Thanh,21.8532147,106.7519907,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
660,20,Lạng Sơn,06001,Xã Đoàn Kết,22.3879194,106.2644652,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
661,20,Lạng Sơn,06004,Xã Quốc Khánh,22.3414998,106.5126057,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
662,20,Lạng Sơn,06019,Xã Tân Tiến,22.2852811,106.3238511,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
663,20,Lạng Sơn,06037,Xã Kháng Chiến,22.2663480,106.6017198,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
664,20,Lạng Sơn,06040,Xã Thất Khê,22.3017114,106.4319186,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
665,20,Lạng Sơn,06046,Xã Tràng Định,21.8491782,106.5747589,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
666,20,Lạng Sơn,06058,Xã Quốc Việt,22.2157642,106.6325648,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
667,20,Lạng Sơn,06073,Xã Hoa Thám,22.1801643,106.3677298,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
668,20,Lạng Sơn,06076,Xã Quý Hòa,22.1779347,106.2761172,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
669,20,Lạng Sơn,06079,Xã Hồng Phong,22.0665342,106.4142685,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
670,20,Lạng Sơn,06085,Xã Thiện Hòa,22.0805606,106.1903958,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
671,20,Lạng Sơn,06091,Xã Thiện Thuật,22.0507536,106.3076994,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
672,20,Lạng Sơn,06103,Xã Thiện Long,21.9813456,106.1932878,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
673,20,Lạng Sơn,06112,Xã Bình Gia,21.9709833,106.3432810,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
674,20,Lạng Sơn,06115,Xã Tân Văn,21.9241385,106.4756090,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
675,20,Lạng Sơn,06124,Xã Na Sầm,22.0797528,106.6179436,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
676,20,Lạng Sơn,06148,Xã Thụy Hùng,22.1121738,106.6539892,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
677,20,Lạng Sơn,06151,Xã Hội Hoan,22.0357859,106.4827749,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
678,20,Lạng Sơn,06154,Xã Văn Lãng,22.0866351,106.5452274,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
679,20,Lạng Sơn,06172,Xã Hoàng Văn Thụ,21.9651501,106.6495888,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
680,20,Lạng Sơn,06184,Xã Đồng Đăng,21.9483520,106.7206208,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
659,20,Lạng Sơn,06187,Phường Kỳ Lừa,21.8409255,106.8335389,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
681,20,Lạng Sơn,06196,Xã Ba Sơn,21.9072434,106.9702827,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
682,20,Lạng Sơn,06211,Xã Cao Lộc,21.9415362,106.8106016,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
683,20,Lạng Sơn,06220,Xã Công Sơn,21.8804820,106.8874093,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
684,20,Lạng Sơn,06253,Xã Văn Quan,21.8491782,106.5747589,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
685,20,Lạng Sơn,06280,Xã Điềm He,21.9439947,106.5653148,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
686,20,Lạng Sơn,06286,Xã Khánh Khê,21.8577679,106.6720797,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
687,20,Lạng Sơn,06298,Xã Yên Phúc,21.8152188,106.5486900,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
688,20,Lạng Sơn,06313,Xã Tri Lễ,21.7815720,106.4428594,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
689,20,Lạng Sơn,06316,Xã Tân Đoàn,21.7844794,106.6390068,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
690,20,Lạng Sơn,06325,Xã Bắc Sơn,21.9133646,106.3424400,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
691,20,Lạng Sơn,06337,Xã Tân Tri,21.8764833,106.1651798,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
692,20,Lạng Sơn,06349,Xã Hưng Vũ,21.8020616,106.3657831,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
693,20,Lạng Sơn,06364,Xã Vũ Lễ,21.8158488,106.1753413,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
694,20,Lạng Sơn,06367,Xã Vũ Lăng,21.8335116,106.2747042,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
695,20,Lạng Sơn,06376,Xã Nhất Hòa,21.7373416,106.2579575,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
696,20,Lạng Sơn,06385,Xã Hữu Lũng,21.5158974,106.3598231,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
697,20,Lạng Sơn,06391,Xã Yên Bình,21.6390355,106.2647717,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
698,20,Lạng Sơn,06400,Xã Hữu Liên,21.6719973,106.3741828,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
699,20,Lạng Sơn,06415,Xã Vân Nham,21.5333586,106.2862638,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
700,20,Lạng Sơn,06427,Xã Cai Kinh,21.5854067,106.3689994,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
701,20,Lạng Sơn,06436,Xã Thiện Tân,21.5526698,106.2128712,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
702,20,Lạng Sơn,06445,Xã Tân Thành,21.5017520,106.4629351,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
703,20,Lạng Sơn,06457,Xã Tuấn Sơn,21.4596636,106.3491735,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
704,20,Lạng Sơn,06463,Xã Chi Lăng,21.8491782,106.5747589,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
705,20,Lạng Sơn,06475,Xã Bằng Mạc,21.7169877,106.5231114,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
706,20,Lạng Sơn,06481,Xã Chiến Thắng,21.7244045,106.7485773,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
707,20,Lạng Sơn,06496,Xã Nhân Lý,21.6972089,106.6557529,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
708,20,Lạng Sơn,06505,Xã Vạn Linh,21.6306209,106.4841009,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
709,20,Lạng Sơn,06517,Xã Quan Sơn,21.6050838,106.7254530,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
710,20,Lạng Sơn,06526,Xã Na Dương,21.6839014,106.9169679,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
711,20,Lạng Sơn,06529,Xã Lộc Bình,21.7851461,106.9075165,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
712,20,Lạng Sơn,06541,Xã Mẫu Sơn,21.8491782,106.5747589,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
713,20,Lạng Sơn,06565,Xã Khuất Xá,21.7261833,107.0988544,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
714,20,Lạng Sơn,06577,Xã Thống Nhất,21.6789639,106.8164704,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
715,20,Lạng Sơn,06601,Xã Lợi Bác,21.6379349,106.9773283,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
716,20,Lạng Sơn,06607,Xã Xuân Dương,21.5869701,106.8922931,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
717,20,Lạng Sơn,06613,Xã Đình Lập,21.5933482,107.0923419,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
718,20,Lạng Sơn,06616,Xã Thái Bình,21.4503119,106.9730365,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
719,20,Lạng Sơn,06625,Xã Kiên Mộc,21.6422784,107.2258786,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
720,20,Lạng Sơn,06637,Xã Châu Sơn,21.4641545,107.1400528,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
721,22,Quảng Ninh,06652,Phường Hà Tu,20.9684481,107.1593035,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
722,22,Quảng Ninh,06658,Phường Cao Xanh,20.9744781,107.0811077,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
723,22,Quảng Ninh,06661,Phường Việt Hưng,20.9948838,106.9715282,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
724,22,Quảng Ninh,06673,Phường Bãi Cháy,20.9552964,107.0236075,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
725,22,Quảng Ninh,06676,Phường Hà Lầm,20.9687126,107.1213698,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
726,22,Quảng Ninh,06685,Phường Hồng Gai,20.9563503,107.0826205,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
727,22,Quảng Ninh,06688,Phường Hạ Long,20.9472556,107.1164673,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
728,22,Quảng Ninh,06706,Phường Tuần Châu,20.9729813,106.9320891,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
729,22,Quảng Ninh,06709,Phường Móng Cái 2,21.1726091,107.2111353,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
730,22,Quảng Ninh,06712,Phường Móng Cái 1,21.4909263,107.9894473,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
751,22,Quảng Ninh,06724,Xã Hải Sơn,21.6418721,107.7641836,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
752,22,Quảng Ninh,06733,Xã Hải Ninh,21.5280522,107.8139053,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
731,22,Quảng Ninh,06736,Phường Móng Cái 3,21.5429207,107.9034152,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
753,22,Quảng Ninh,06757,Xã Vĩnh Thực,21.3727843,107.9513049,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
732,22,Quảng Ninh,06760,Phường Mông Dương,21.0656370,107.3244277,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
733,22,Quảng Ninh,06778,Phường Quang Hanh,21.0032066,107.2177239,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
